anonyme,0min26sec,37
anonyme,1min40sec,40
moyen,0min25sec,24
moyen,0min15sec,14
moyen,0min19sec,19
moyen,0min25sec,24
moyen,1min39sec,38
facile,1min12sec,14
difficile,0min10sec,27
difficile,0min10sec,27
difficile,0min4sec,12
difficile,0min7sec,18
difficile,0min16sec,45
progressif,0min23sec,34
progressif,0min23sec,34
